review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid,,review_average_weighted
4.5,4.5,4,Irish Pale Ale,4,4.5,5 Borough,5.16,73389,,4.3
4,4,4.5,Irish Dry Stout,4,4,Oyster Stout,5.61,5686,,4.1
4,3.5,4.5,Irish Dry Stout,4,4,Out Of Bounds Stout,6.02,1830,,4
4,4,4,Irish Dry Stout,4,4,O'Hara's Celebration Stout,5.02,41100,,4
4,4,4,Irish Dry Stout,4,4,Murphy's Irish Stout,5.96,703,,4
4,4,4,Irish Pale Ale,4,4,Monkshine,4.46,23313,,4
4,3.5,4,Irish Lager,4,4,Moat Lager,6.16,8539,,3.9
4,3.5,4,Irish Red Ale,4,3.5,McKenna's Irish Red,4.59,24833,,3.7
4,4,4,Irish Pale Ale,4,4,Liquid Gold,7.29,28179,,4
4,3.5,4,Irish Dry Stout,4,4,Kuhnhenn Dry Stout,6.55,22800,,3.9
4,4,4.5,Irish Dry Stout,4,4,Pale Horse Stout,6.84,49482,,4.1
4,4,4,Irish Dry Stout,4,4,Irish Style Stout,4.86,3052,,4
4,3.5,4.5,Irish Dry Stout,4,4,Spooners' Stout,6.22,15036,,4
4,3.5,4.5,Irish Lager,3.5,3.5,Saranac Season's Best - Nut Brown Lager,5.46,2019,,3.7
4,3.5,4.5,Irish Red Ale,4,4,Samuel Adams Irish Red,4.73,38365,,4
4,4,4.5,Irish Red Ale,4,4,Red Biddy,3.39,1763,,4.1
4,4,4,Irish Pale Ale,4,4,Re-action,6.67,44837,,4
4,4,4,Irish Red Ale,4.5,4,Porterhouse Red,4.67,5684,,4.1
4,4,4.5,Irish Lager,3.5,4,Blue Point Toasted Lager,5.19,2318,,4
4,4,4.5,Irish Extra Stout,4.5,4,Belhaven Scottish Stout,4.83,48194,,4.2
4,4,4,Irish Pale Ale,4,4.5,Belgian Amber,7.11,15361,,4.2
4,3.5,4,Irish Lager,4,4,Amber,5.5,5,,3.9
4,4,4,Irish Red Ale,4,4,Celtic Irish Red,5.46,3186,,4
4,4,4,Irish Extra Stout,4,4.5,Hopback Entire Stout,6.92,5788,,4.2
4,4,4,Irish Lager,4,4,Harpoon Pott's Landbier (100 Barrel Series #32),5.65,58924,,4
4,4,4.5,Irish Extra Stout,4.5,4.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),6.39,55547,,4.4
4,4,3.5,Irish Pale Ale,3.5,4,Harpoon Irish Pale Ale,8.55,33976,,3.8
4,4,4,Irish Dry Stout,4,4.5,Gritty McDuff's Black Fly Stout,5.65,1149,,4.2
4,4,4,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.68,229,,4.2
4,3.5,3.5,Irish Lager,3.5,3.5,Dos Equis Amber Lager,4.63,171,,3.5
4,4,4,Irish Pale Ale,4,4,Dernière Volonté,4.96,18272,,4
4,4,4.5,Irish Pale Ale,4,4,St. Gowanus,6.3,49816,,4.1
4,4,4,Irish Extra Stout,4,4,Stout,6.04,41862,,4
4,4,4,Irish Pale Ale,4,4,Taras Boulba,5.37,32846,,4
4,4,4,Irish Red Ale,4,4,Sullivan's Irish Ale,5.8,17209,,4
3.5,3.5,3,Irish Cream Ale,3.5,3.5,Thomas Hooker Blonde Ale,4.42,9801,,3.4
3.5,4,4,Irish Pale Ale,3.5,4,Springboard,4.56,34717,,3.9
3.5,3.5,3.5,Irish Lager,3.5,3.5,Special Amber,6.51,97,,3.5
3.5,3.5,4,Irish Lager,3.5,3.5,Saranac Winter Lager,6.68,53199,,3.6
3.5,3,4,Irish Red Ale,3,3,Macardle's Ale,6.86,25309,,3.2
3.5,3.5,3.5,Irish Cream Ale,4,3.5,Irish Cream Ale,6.85,63002,,3.6
3.5,3.5,4.5,Irish Pale Ale,3.5,3.5,Atwater Hopstrike,6.32,58446,,3.7
3.5,3.5,4.5,Irish Lager,3.5,3.5,FireBrick,3.9,2032,,3.7
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Eisenbahn S.A.P.A. (South American Pale Ale),6.61,33926,,3.5
3.5,3.5,3.5,Irish Dry Stout,3,3.5,Irish Stout,6.16,18595,,3.4
3.5,4,4,Irish Pale Ale,4,4,Saranac Belgian Ale,4.97,26617,,4
3.5,3.5,4,Irish Red Ale,3.5,3,Saranac Irish Red Ale,5.74,43835,,3.4
3.5,3.5,4,Irish Cream Ale,3.5,3.5,Pete's Wicked Wanderlust Irish Cream Ale,5.88,19950,,3.6
3,3,4,Irish Cream Ale,3,3,Summer Solstice Cerveza Crema,5.92,23506,,3.2
3,2.5,2.5,Irish Cream Ale,2.5,3,Genesee Irish Cream Ale,2.93,1376,,2.7
3,3,4,Irish Red Ale,3,3,O'Hara's Irish Red,5.81,22181,,3.2
3,2.5,3,Irish Lager,3,3,Augustiner Lager,7.63,3416,,2.9
2,3,4,Irish Lager,3,2.5,Vienna Pale Ale,5.02,49052,,3
1.5,1.5,2,Irish Red Ale,1,1.5,Murphy's Irish Red Beer,5.95,913,,1.5
3,4,4.5,Irish Lager,4,4,Samuel Adams Boston Lager,6.24,104,,4.1
4.5,4,4,Irish Lager,4,4.5,Great Lakes Eliot Ness,5.86,229,,4.2
4,3.5,4,Irish Pale Ale,4,4,Karma,4.32,23042,,3.9
4,4,4,Irish Lager,3.5,3.5,Dos Equis Amber Lager,5.21,171,,3.7
4,3.5,4,Irish Dry Stout,4,3.5,Out Of Bounds Stout,4.74,1830,,3.7
4,4.5,4,Irish Dry Stout,3.5,4,O'Hara's Irish Stout,5.25,1751,,4
3.5,3.5,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,5.57,129,,4
3.5,4,3,Irish Dry Stout,4,4,Murphy's Irish Stout,6.32,703,,3.8
3.5,3,3.5,Irish Cream Ale,3.5,3.5,Spotted Cow,4.56,1963,,3.4
4,4,4,Irish Pale Ale,4,4.5,Columbus,7.21,1407,,4.2
3.5,4,3.5,Irish Pale Ale,3,4,"Luciérnaga, The Firefly",7.37,20524,,3.6
4.5,2,4,Irish Red Ale,3.5,3,Hook & Ladder Pipe & Drum Irish Ale,6.47,45968,,3.1
4.5,3.5,4,Irish Pale Ale,4,4,Palm / Palm Speciale,4.38,2823,,3.9
4,3.5,4,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,5.52,1751,,3.6
1.5,1.5,3,Irish Pale Ale,2,1.5,Bruegel Amber Ale,7.79,1645,,1.9
4.5,4,5,Irish Dry Stout,4,4,Murphy's Irish Stout,6.12,703,,4.2
4.5,5,4,Irish Pale Ale,4,4.5,Verboten,5.43,58482,,4.4
4.5,4.5,4,Irish Pale Ale,4.5,4,Ommegang BPA (Belgian-style Pale Ale),5.64,56875,,4.3
4.5,5,4,Irish Pale Ale,4.5,4,Orval Trappist Ale,6.24,129,,4.4
4,3.5,4.5,Irish Cream Ale,4.5,4,Terrapin Golden Ale,5.39,9777,,4.1
4,4.5,3.5,Irish Dry Stout,4,4,Oyster Stout,4.77,5686,,4
4,4,4.5,Irish Pale Ale,4.5,4.5,Maredsous 6 - Blonde,5.7,6972,,4.4
4,4.5,4,Irish Pale Ale,4.5,4.5,Fleur,6.28,50276,,4.4
4,3.5,3.5,Irish Pale Ale,4,3.5,Flat Earth Belgian-Style Pale Ale,5.45,35339,,3.6
3.5,4.5,4.5,Irish Dry Stout,4,3.5,Out Of Bounds Stout,4.39,1830,,4
2.5,3,3.5,Irish Red Ale,2.5,3,Red Cape Ale,6.49,76148,,3
3,4,4,Irish Lager,3.5,3,Samuel Adams Boston Lager,6.09,104,,3.5
4.5,4.5,4,Irish Pale Ale,4,4,Orval Trappist Ale,6.68,129,,4.1
5,4.5,4.5,Irish Pale Ale,4,5,Raftman,6.95,793,,4.5
3.5,3,3.5,Irish Cream Ale,3.5,3,Spotted Cow,3.62,1963,,3.2
4.5,3.5,3.5,Irish Cream Ale,3.5,3.5,Spotted Cow,7.27,1963,,3.5
4,4.5,4,Irish Cream Ale,3.5,3.5,Spotted Cow,7.64,1963,,3.8
5,3.5,5,Irish Dry Stout,4,3.5,Murphy's Irish Stout,6.97,703,,3.9
4.5,3.5,3,Irish Red Ale,3.5,3.5,Kilgubbin Red Ale,5.84,2778,,3.4
4,4,3,Irish Pale Ale,4,4,Leffe Blonde,5.53,2137,,3.8
4,2.5,4,Irish Dry Stout,2.5,3,Dry Stout,6.57,3277,,2.9
4,2.5,3,Irish Red Ale,2,2.5,Smithwick's Ale,5.48,1822,,2.5
4,3.5,4,Irish Pale Ale,3.5,3.5,Royal,4.4,23531,,3.6
3.5,2.5,4,Irish Lager,3,3,Dos Equis Amber Lager,7.91,171,,3.1
3.5,3,4,Irish Red Ale,3,3,Irish Ale,4.71,3279,,3.2
3.5,4,4,Irish Pale Ale,3.5,3.5,Karma,5.92,23042,,3.7
3.5,3,4.5,Irish Dry Stout,3,3,O'Hara's Irish Stout,5.03,1751,,3.3
3.5,4,5,Irish Dry Stout,3.5,3.5,Out Of Bounds Stout,4.6,1830,,3.9
3,4.5,4.5,Irish Pale Ale,3.5,3.5,Bruegel Amber Ale,4.71,1645,,3.9
3,2.5,2,Irish Cream Ale,2.5,2.5,Genesee Irish Cream Ale,5.39,1376,,2.4
3,5,5,Irish Pale Ale,3.5,3,Orval Trappist Ale,6.98,129,,4
3,4,3,Irish Pale Ale,4,3.5,Saint Druon De Sebourg (French Abbey Ale),7.58,7470,,3.7
3,3,3,Irish Lager,3,3,Samuel Adams Boston Lager,5.16,104,,3
3,3.5,5,Irish Red Ale,3,3.5,Samuel Adams Irish Red,4.95,38365,,3.6
3,3.5,3.5,Irish Cream Ale,2.5,3,Spotted Cow,6.77,1963,,3.1
2.5,2,2,Irish Lager,2,2,Amber,6.05,5,,2
2,3,4,Irish Red Ale,3,2.5,O'Hara's Irish Red,4.79,22181,,3
4.5,4.5,4,Irish Extra Stout,4,4,Stout,5.81,41862,,4.1
4,4,4,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools),5.77,71071,,4
4,4,4.5,Irish Lager,4,4,FireBrick,7.01,2032,,4.1
4.5,3,3.5,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.71,104,,3.5
4,4.5,4.5,Irish Pale Ale,4,4,Rare Vos (Amber Ale),3.89,593,,4.2
4.5,4,4.5,Irish Pale Ale,3.5,4.5,Rayon Vert,6.25,76323,,4.1
4,4.5,4.5,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",6.52,20524,,4.2
4,3.5,4,Irish Pale Ale,3.5,4,Fleur,6.03,50276,,3.7
4,4,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,5.19,129,,4.1
4,4.5,4.5,Irish Pale Ale,4,4,R&D Golden Ale,7.1,51187,,4.2
3.5,3.5,4,Irish Lager,4,4,Blue Point Toasted Lager,5.5,2318,,3.9
4.5,4,4,Irish Pale Ale,4,4.5,Devotion Ale,4.81,36539,,4.2
3,3,3.5,Irish Pale Ale,3.5,3,Leffe Blonde,5.76,2137,,3.2
4.5,4.5,4.5,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.44,229,,4.4
5,4.5,4.5,Irish Cream Ale,4.5,4,Spotted Cow,4.9,1963,,4.3
4,4,2.5,Irish Pale Ale,3.5,3.5,Wendelinus,7.23,19112,,3.4
3,2,4.5,Irish Lager,3,4,FireBrick,4.09,2032,,3.4
4.5,4,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.32,104,,3.9
4.5,4,4,Irish Lager,4.5,4,Viennese Lager,5.18,5290,,4.1
4.5,4,4,Irish Pale Ale,4.5,4,Dernière Volonté,5.1,18272,,4.1
4.5,4.5,4.5,Irish Pale Ale,5,4.5,Orval Trappist Ale,5.55,129,,4.6
4,3.5,3.5,Irish Pale Ale,3.5,3.5,Springboard,5.58,34717,,3.5
4,4,4,Irish Red Ale,3.5,4,Newport Storm Spring Ale,7.35,4068,,3.9
4,3,4,Irish Dry Stout,3.5,3,Murphy's Irish Stout,5.23,703,,3.3
4,3.5,4,Irish Pale Ale,4,3.5,Monkshine,6.66,23313,,3.7
4,3.5,3.5,Irish Pale Ale,4.5,4,Lips Of Faith - Le Fleur Misseur?,4.18,42943,,3.9
3.5,2.5,3,Irish Cream Ale,3.5,3.5,Henry Weinhard's Blue Boar Ale,4.8,2765,,3.2
3,3.5,3.5,Irish Pale Ale,3,4,Devotion Ale,7.52,36539,,3.5
2,4,3.5,Irish Pale Ale,3.5,2.5,It's Alright!,5.15,47562,,3.3
4,4.5,4,Irish Pale Ale,4,4.5,Royal,5.66,23531,,4.3
4,4,3.5,Irish Pale Ale,3.5,4,Leffe Blonde,7.28,2137,,3.8
4.5,3,4.5,Irish Dry Stout,4,4,Murphy's Irish Stout,7.14,703,,3.9
4,3.5,3.5,Irish Pale Ale,4.5,3.5,Leffe Blonde,7.05,2137,,3.8
4.5,4,5,Irish Dry Stout,4,4.5,Murphy's Irish Stout,5.4,703,,4.3
5,4,4,Irish Lager,5,5,Samuel Adams Boston Lager,7.14,104,,4.6
4.5,3.5,3,Irish Pale Ale,4,4,Loft,4.87,5170,,3.7
4,3,3.5,Irish Lager,4,3.5,Dos Equis Amber Lager,7.42,171,,3.5
4.5,3.5,4,Irish Extra Stout,4,4,Stout,5.65,41862,,3.9
4,4,3,Irish Lager,4,4,Blue Point Toasted Lager,5.96,2318,,3.8
4,3,4,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,5.26,104,,3.5
4.5,4.5,4,Irish Lager,4,4.5,Classic Vienna,7.26,25244,,4.3
4,4,4,Irish Extra Stout,4,4,Mill Street Cobblestone Stout,6.28,33464,,4
4,3.5,3,Irish Cream Ale,3,4,Kitsilano Maple Irish Cream Ale,5.88,9215,,3.4
4,4,4.5,Irish Lager,4,4,Great Lakes Eliot Ness,6.09,229,,4.1
4,4.5,4,Irish Pale Ale,4.5,4,Dernière Volonté,5.69,18272,,4.3
4,3.5,3.5,Irish Cream Ale,3.5,4,McAuslan Irish Cream Ale,5.83,14794,,3.7
4,3.5,3,Irish Cream Ale,3,3.5,True North Irish Cream Ale,4.99,9932,,3.3
4,4,4,Irish Lager,3.5,4,Samuel Adams Boston Lager,5.05,104,,3.9
4,3.5,3.5,Irish Pale Ale,3.5,3.5,Palm / Palm Speciale,6.09,2823,,3.5
4,4.5,4.5,Irish Pale Ale,4,5,Orval Trappist Ale,5.8,129,,4.5
4,4,4,Irish Dry Stout,3.5,4,Murphy's Irish Stout,7.25,703,,3.9
4,4,3.5,Irish Cream Ale,3.5,4,Mt Begbie Irish Cream Ale,5.68,9255,,3.8
3.5,3,3,Irish Red Ale,2.5,3.5,Elora Irish Ale,4.95,11853,,3
3.5,4,4,Irish Pale Ale,3.5,4,Jan Van Gent,6.73,1687,,3.9
3.5,3.5,4,Irish Pale Ale,3,3.5,Christoffel Werelds Winterbier,6.84,34579,,3.5
3.5,3.5,3,Irish Cream Ale,3,3.5,Cadian Irish Cream Ale,5.3,13063,,3.3
3.5,4,5,Irish Dry Stout,4,3.5,O'Hara's Irish Stout,6.18,1751,,4
3.5,4,3.5,Irish Pale Ale,4,3.5,Raftman,7.09,793,,3.8
3.5,3.5,3.5,Irish Cream Ale,3.5,4,Taps Red Irish Cream Ale,4.55,30372,,3.7
3.5,4.5,4,Irish Pale Ale,3,4,The Son,4.18,35091,,3.8
3.5,3,3,Irish Dry Stout,3,3.5,Moonstone Oyster Stout,8.3,58208,,3.2
3.5,4,3.5,Irish Red Ale,3.5,4,Moling's Traditional Red Ale,4.91,1753,,3.8
3.5,3.5,3,Irish Cream Ale,3,4,Muskoka Irish Cream Ale,5.56,7994,,3.4
3.5,4,3.5,Irish Red Ale,3,4,Kilgubbin Red Ale,4.01,2778,,3.6
3.5,3,3.5,Irish Cream Ale,3,3.5,Black Pearl Irish Cream Ale,7.52,301,,3.2
3,3,2.5,Irish Cream Ale,2.5,3,Irish Cream Ale,5.22,9986,,2.8
3,3,3.5,Irish Dry Stout,3.5,3,Amsterdam Irish Stout,4.73,23144,,3.2
3,3.5,3.5,Irish Lager,3.5,3.5,Dos Equis Amber Lager,4.49,171,,3.5
3,3.5,3.5,Irish Pale Ale,3,3.5,Cap Espoir,5.74,36138,,3.4
3,3,2.5,Irish Extra Stout,2.5,3,Black Wych,5.91,6525,,2.8
3,3.5,4,Irish Pale Ale,3.5,3.5,Bruegel Amber Ale,4.64,1645,,3.6
3,3.5,3.5,Irish Red Ale,3,3,Irish Red Ale,5.86,13302,,3.2
3,2.5,2.5,Irish Cream Ale,3,3,Trafalgar Cedar Irish Cream Ale,5.26,48167,,2.8
3,3,3,Irish Extra Stout,3,3,L'Or Noir,5.97,36372,,3
3,3.5,3,Irish Pale Ale,3.5,3.5,Leffe Blonde,5.95,2137,,3.4
3,3.5,3,Irish Cream Ale,3,3.5,Lion Irish Cream Ale,7.31,12517,,3.3
3,3,3,Irish Lager,2.5,3,Saint André Irish Lager,7.53,1659,,2.9
2.5,3.5,3,Irish Pale Ale,3.5,3.5,Atlantic Au Pineau,6.57,36321,,3.4
2.5,3,3,Irish Red Ale,2.5,2.5,Trafalgar Malted Corpse,5.65,53158,,2.7
2.5,2.5,3,Irish Red Ale,2.5,2,Paddy's Irish Red,5.97,8590,,2.4
2,2,3.5,Irish Red Ale,2,1.5,Caffrey's Irish Ale,5.75,825,,2.1
2,3.5,4,Irish Pale Ale,2.5,2.5,Bière Du Boucanier Red,7.21,20237,,3
4,3,3.5,Irish Lager,4,4,Blue Point Toasted Lager,5.01,2318,,3.7
5,4,3.5,Irish Pale Ale,4.5,4.5,Dernière Volonté,6.67,18272,,4.2
4.5,5,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.21,129,,4.6
4.5,4.5,4,Irish Pale Ale,4,4.5,Demolition,5.67,49003,,4.3
4.5,4,4,Irish Extra Stout,4.5,4,Double Stout,8.02,7266,,4.1
4.5,3.5,4,Irish Pale Ale,4,4.5,Taras Boulba,6.03,32846,,4
4,3.5,4,Irish Pale Ale,3.5,3.5,Duvel Single,6.29,45379,,3.6
4,3.5,4,Irish Pale Ale,3.5,4,Golden State Ale,5.18,43973,,3.7
4,3.5,3.5,Irish Pale Ale,3.5,4,Rare Vos (Amber Ale),5.31,593,,3.7
4,3.5,4,Irish Pale Ale,4,4,Raftman,4.03,793,,3.9
4,3.5,4,Irish Cream Ale,3.5,3,Summer Solstice Cerveza Crema,4.11,23506,,3.4
4,4,4,Irish Pale Ale,4,4,X-Mas Zinnebir,6.23,40001,,4
3.5,4,3.5,Irish Red Ale,3,3,McIlhenney's Irish Red,5.04,7605,,3.3
3.5,3.5,3.5,Irish Pale Ale,3.5,3,Mad Belgian,6.71,51729,,3.3
3.5,3.5,4,Irish Pale Ale,4,3.5,Ommegang BPA (Belgian-style Pale Ale),3.99,56875,,3.7
3.5,3.5,5,Irish Dry Stout,3.5,3,Murphy's Irish Stout,6.69,703,,3.6
3.5,3.5,4,Irish Extra Stout,3.5,4,Belhaven Scottish Stout,6.53,48194,,3.7
3.5,3,3.5,Irish Lager,3,3,Karl Strauss Amber Lager,5.13,5087,,3.1
3,4,3.5,Irish Pale Ale,3,3.5,It's Alright!,4.13,47562,,3.5
3,3.5,3.5,Irish Cream Ale,3,3,Spotted Cow,5.62,1963,,3.2
3,3,3,Irish Red Ale,2.5,2,Murphy's Irish Red Beer,6.54,913,,2.5
4,4,4.5,Irish Pale Ale,3.5,3.5,R&D Golden Ale,7.24,51187,,3.8
3.5,3,3,Irish Pale Ale,3.5,3.5,Devotion Ale,4.34,36539,,3.3
4,4,4,Irish Red Ale,4,3.5,Thomas Hooker Irish Style Red Ale,7.66,7492,,3.8
4,4,4.5,Irish Pale Ale,4,4,Verboten,7.21,58482,,4.1
4,3,4,Irish Pale Ale,4.5,4,Orval Trappist Ale,6.82,129,,3.9
4,3.5,4,Irish Lager,3.5,4,Special Amber,6.59,97,,3.7
4,3,3.5,Irish Pale Ale,4,3.5,Jan Van Gent,7.03,1687,,3.5
3.5,3,4.5,Irish Pale Ale,4,3.5,Orval Trappist Ale,5.8,129,,3.7
3,3,4,Irish Pale Ale,3,3.5,Rare Vos (Amber Ale),6.59,593,,3.3
3,4,4,Irish Pale Ale,3,3.5,Raftman,6.49,793,,3.6
3,3.5,3.5,Irish Pale Ale,4,3.5,La Trappe Blond (Koningshoeven / Dominus),6.77,590,,3.6
3,2.5,3.5,Irish Lager,3,2.5,Dos Equis Amber Lager,6.53,171,,2.8
3,3,4,Irish Pale Ale,4,3,Bruegel Amber Ale,6.78,1645,,3.5
2,2.5,2.5,Irish Pale Ale,2,2,Parel,6.85,5895,,2.2
4.5,4,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.78,104,,3.9
3,2.5,3,Irish Red Ale,3,3.5,Samuel Adams Irish Red,6.15,38365,,3
5,4.5,4.5,Irish Dry Stout,5,4.5,O'Hara's Irish Stout,6.32,1751,,4.6
3,2,4,Irish Red Ale,3,3,Murphy's Irish Red Beer,5.18,913,,3
5,4.5,5,Irish Red Ale,4.5,5,Station 33 Firehouse Red,5.79,23052,,4.7
5,4,4.5,Irish Dry Stout,4.5,4,Murphy's Irish Stout,5,703,,4.2
4.5,4.5,4,Irish Pale Ale,3.5,4.5,Bière Du Boucanier Red,5.9,20237,,4.1
4.5,3.5,4,Irish Pale Ale,3.5,3.5,Bruegel Amber Ale,6.86,1645,,3.6
4.5,4,4.5,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools) - White Oak,4.52,67322,,4.1
4,3.5,3.5,Irish Pale Ale,3.5,3.5,Val-Dieu Blond,5.03,2574,,3.5
4,3,4,Irish Red Ale,3.5,4,O'Hara's Irish Red,4.84,22181,,3.6
4,3.5,3.5,Irish Cream Ale,3.5,3.5,Derailed Black Cherry Ale,6.43,53416,,3.5
3.5,3,4.5,Irish Dry Stout,3,3.5,Hillsborough River Dry Stout (Patio Tools),5.14,71071,,3.4
3.5,3.5,4,Irish Pale Ale,4,3.5,Raftman,4.75,793,,3.7
3.5,3.5,3,Irish Pale Ale,3.5,3.5,Rare Vos (Amber Ale),5.63,593,,3.4
3.5,3.5,3,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,6.78,1751,,3.4
3.5,3.5,4,Irish Pale Ale,3.5,4,Ommegang BPA (Belgian-style Pale Ale),5.72,56875,,3.7
3.5,3.5,3,Irish Red Ale,3,3.5,Samuel Adams Irish Red,7.74,38365,,3.3
3.5,3.5,3,Irish Red Ale,3.5,3.5,Starr Hill Amber Ale,6.33,29993,,3.4
3.5,4,4,Irish Cream Ale,3.5,3.5,Xenu Honey Irish Cream Ale,6.46,69716,,3.7
3,2.5,3,Irish Pale Ale,2.5,3.5,Karma,3.56,23042,,2.9
3,3,4,Irish Dry Stout,2,3,Dark Starr Stout,6.48,29995,,2.9
3,3,2.5,Irish Cream Ale,3.5,3,Thomas Hooker Blonde Ale,5.49,9801,,3
2.5,2.5,3,Irish Pale Ale,2.5,3.5,Saint Druon De Sebourg (French Abbey Ale),7.79,7470,,2.9
2.5,3,4,Irish Extra Stout,3.5,3,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),7.03,55547,,3.3
2,3.5,4,Irish Cream Ale,2,2,Genesee Irish Cream Ale,6.49,1376,,2.7
2,3.5,3.5,Irish Pale Ale,2,2.5,Orval Trappist Ale,4.49,129,,2.8
2,2.5,3,Irish Dry Stout,2.5,2,Out Of Bounds Stout,4.23,1830,,2.4
4,4,4,Irish Red Ale,4,3.5,Great Lakes Conway's Irish Ale,5.3,5096,,3.8
3,3.5,3,Irish Pale Ale,3,2.5,Leffe Blonde,5.37,2137,,3
4,4,4,Irish Pale Ale,4,4.5,Andelot Cuvee Euphorique,5.8,25356,,4.2
4,4,3.5,Irish Lager,3.5,4,Ybor Gold Amber Lager,6.16,18290,,3.8
4,4.5,4,Irish Pale Ale,4,4.5,Karma,6.19,23042,,4.3
3.5,4,4,Irish Pale Ale,4,4,Leffe Blonde,6.43,2137,,4
3,4,3.5,Irish Pale Ale,3.5,3.5,Val-Dieu Blond,6.73,2574,,3.6
3,2.5,3,Irish Lager,3,2.5,Amber,5.81,5,,2.7
2.5,2,2,Irish Cream Ale,2.5,3,Genesee Irish Cream Ale,4.45,1376,,2.5
4.5,4.5,3.5,Irish Pale Ale,4,4,Stone Soup,5.55,35281,,4
4,3.5,4,Irish Extra Stout,3.5,4,Stout,5.41,41862,,3.7
4,3.5,4,Irish Lager,4,3.5,Saranac Winter Lager,6.39,53199,,3.7
3.5,3,4.5,Irish Pale Ale,4.5,3.5,Saranac Belgian Ale,4.87,26617,,3.8
4.5,4,4,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",4.72,20524,,4
4.5,4,4,Irish Pale Ale,3.5,3.5,Saints' Devotion,5.91,46144,,3.7
4.5,4,4,Irish Pale Ale,4,4,White Birch Belgian Style Pale Ale,5.82,51844,,4
4,4.5,4,Irish Cream Ale,4,4,Sweet Action,5.88,22193,,4.1
4,4.5,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,6.68,129,,4.2
4,3.5,3.5,Irish Lager,4,4,Dynamo Copper Lager,6.26,47292,,3.8
3.5,3,3.5,Irish Lager,3.5,3,Amber,6.17,5,,3.2
3.5,3,4,Irish Pale Ale,3.5,3,Filthy Blonde,3.95,59122,,3.3
3.5,3.5,4,Irish Cream Ale,3,3,Spotted Cow,5.27,1963,,3.3
3,3.5,4,Irish Red Ale,3,3,Red Head Red Ale,6.26,5564,,3.3
3,3.5,4,Irish Pale Ale,4,4,Taras Boulba,5.43,32846,,3.9
4.5,3.5,4,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.87,104,,3.6
4,2.5,3,Irish Cream Ale,3,3,Terrapin Golden Ale,5.85,9777,,2.9
4,4,2.5,Irish Pale Ale,3.5,3,Leffe Blonde,5.93,2137,,3.3
2,2,4,Irish Dry Stout,2.5,2,Murphy's Irish Stout,6.65,703,,2.5
4.5,4.5,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.07,129,,4.4
5,4,4.5,Irish Lager,4.5,5,Samuel Adams Boston Lager,5.73,104,,4.5
3.5,3,3,Irish Lager,3,3.5,Dos Equis Amber Lager,4.7,171,,3.2
4,3.5,3.5,Irish Lager,3.5,4,Blue Point Toasted Lager,5.93,2318,,3.7
4.5,4.5,4.5,Irish Red Ale,4.5,4.5,Saint Brigid Irish Red,5.86,67475,,4.5
4,3,4,Irish Pale Ale,4,3.5,Loft,5.68,5170,,3.6
4,4,3,Irish Pale Ale,3.5,3.5,Verboten,4.04,58482,,3.5
4,4,4,Irish Pale Ale,4,4,Orval Trappist Ale,6.59,129,,4
4.5,4,4,Irish Cream Ale,4,4,Pete's Wicked Wanderlust Irish Cream Ale,5.69,19950,,4
4.5,4.5,5,Irish Dry Stout,5,4.5,Snake Chaser,5.02,15884,,4.7
4.5,4,4,Irish Dry Stout,4,5,Irish Style Stout,6.51,3052,,4.3
5,3.5,3.5,Irish Extra Stout,4.5,4,Belhaven Scottish Stout,4.4,48194,,3.9
5,4,3.5,Irish Dry Stout,5,4.5,Dawn's Dry Stout,6.56,12676,,4.3
5,3.5,3.5,Irish Dry Stout,4.5,4,Irish-Style Stout,6.27,61368,,3.9
5,4,4,Irish Red Ale,4.5,4,Irish Red Ale,7.48,36121,,4.1
5,3.5,4,Irish Lager,5,4.5,Great Lakes Eliot Ness,5.56,229,,4.3
5,4,4.5,Irish Pale Ale,4.5,4,Devotion Ale,5.12,36539,,4.2
5,3.5,4,Irish Cream Ale,5,4,Willimantic Carrier's Credo Irish Cream Ale,5.33,17856,,4.2
5,4.5,4,Irish Dry Stout,5,4.5,Naked Stout,6.04,33847,,4.5
4.5,4,4.5,Irish Pale Ale,4.5,4,White Birch Belgian Style Pale Ale,6.15,51844,,4.2
